EDAD;UNIVERSIDAD;CARRERA;GRADO_ACADEMICO;PROB_GRADUACION
24;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;1.0
23;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;0.0
22;Universidad de Costa Rica;Contaduría Pública;Licenciatura;0.0
28;Universidad de Costa Rica;Enseñanza del Inglés como Lengua Extranjera;Licenciatura;1.0
19;Universidad de Costa Rica;Geografía;Licenciatura;0.0
30;Universidad de Costa Rica;Arquitectura;Licenciatura;1.0
24;Universidad de Costa Rica;Medicina y Cirugía;Licenciatura;0.9
21;Universidad de Costa Rica;Ingeniería Electromecánica Industrial;Licenciatura;0.0
22;Universidad de Costa Rica;Diseño Gráfico;Licenciatura;0.0
21;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.0
26;Universidad de Costa Rica;Inglés;Bachillerato;0.7459674393677892
22;Universidad de Costa Rica;Inglés;Bachillerato;0.8762804506718809
26;Universidad de Costa Rica;Biología;Licenciatura;0.03
25;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.8979876524468051
26;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.8865949239008376
22;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.8058971770140779
21;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.24601984126984125
29;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.8813090230804325
20;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.0
22;Universidad de Costa Rica;Química;Licenciatura;0.0
26;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;1.0
18;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;0.0
21;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;0.0
32;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;1.0
20;Universidad de Costa Rica;Administración Pública;Licenciatura;0.0
20;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior;Licenciatura;0.0
21;Universidad de Costa Rica;Contaduría Pública;Licenciatura;0.0
18;Universidad de Costa Rica;Contaduría Pública;Licenciatura;0.0
24;Universidad de Costa Rica;Gestión Ecoturística;Licenciatura;0.0
20;Universidad de Costa Rica;Gestión Ecoturística;Licenciatura;0.0
36;Universidad de Costa Rica;Archivística;Licenciatura;0.92
20;Universidad de Costa Rica;Ciencias Políticas;Licenciatura;0.0
22;Universidad de Costa Rica;Historia;Licenciatura;0.0
25;Universidad de Costa Rica;Historia;Maestría;0.0
20;Universidad de Costa Rica;Psicología;Licenciatura;0.0
21;Universidad de Costa Rica;Psicología;Licenciatura;0.0
26;Universidad de Costa Rica;Ciencias de la Educación Primaria;Bachillerato;0.6948213650384701
25;Universidad de Costa Rica;Educación Matemática;Licenciatura;0.07
19;Universidad de Costa Rica;Educación Matemática;Licenciatura;0.0
30;Universidad de Costa Rica;Gerencia Agroempresarial;Maestría;0.14942796092796093
18;Universidad de Costa Rica;Geografía;Licenciatura;0.0
20;Universidad de Costa Rica;Geografía;Licenciatura;0.0
20;Universidad de Costa Rica;Ingeniería Civil;Licenciatura;0.0
21;Universidad de Costa Rica;Ingeniería Civil;Licenciatura;0.0
31;Universidad de Costa Rica;Ingeniería de Transporte y Vías;Maestría;0.1
24;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.028333333333333332
19;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.0
25;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.5908333333333331
24;Universidad de Costa Rica;Ingeniería Industrial;Licenciatura;1.0
23;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;0.01
20;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;0.0
18;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;0.0
24;Universidad de Costa Rica;Imagenología Diagnóstica y Terapéutica;Licenciatura;0.6519047619047619
23;Universidad de Costa Rica;Salud Ambiental;Licenciatura;0.0
22;Universidad de Costa Rica;Farmacia;Licenciatura;0.0
23;Universidad de Costa Rica;Enfermería;Licenciatura;1.0
23;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;Licenciatura;0.09
18;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;Licenciatura;0.03
22;Universidad de Costa Rica;Ciencias de la Comunicación Colectiva énfasis Comunicación Audiovisual y Multimedial;Licenciatura;0.0
19;Universidad de Costa Rica;Ciencias de la Educación Primaria énfasis Inglés;Bachillerato;0.0
20;Universidad de Costa Rica;Ingeniería Mecánica énfasis Protección contra Incendios;Licenciatura;0.0
20;Universidad de Costa Rica;Diseño Gráfico;Licenciatura;0.0
25;Universidad de Costa Rica;Diseño Gráfico;Licenciatura;1.0
30;Universidad de Costa Rica;Diseño Gráfico;Licenciatura;0.99
30;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.63
24;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.04
27;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Escultórico;Licenciatura;0.71
26;Universidad de Costa Rica;Filología Clásica;Licenciatura;0.030857142857142857
20;Universidad de Costa Rica;Filología Clásica;Licenciatura;0.0
20;Universidad de Costa Rica;Filología Española;Licenciatura;0.0
26;Universidad de Costa Rica;Filología Española;Licenciatura;0.5429404761904761
20;Universidad de Costa Rica;Francés;Bachillerato;0.0
24;Universidad de Costa Rica;Inglés;Bachillerato;0.9090815285620244
19;Universidad de Costa Rica;Inglés;Bachillerato;0.0
18;Universidad de Costa Rica;Inglés;Bachillerato;0.0
29;Universidad de Costa Rica;Filosofía;Licenciatura;1.0
21;Universidad de Costa Rica;Biología;Licenciatura;0.0
18;Universidad de Costa Rica;Biología;Licenciatura;0.0
22;Universidad de Costa Rica;Física;Bachillerato;0.6075368040897049
19;Universidad de Costa Rica;Física;Bachillerato;0.0
19;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.0
24;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.9404549060401323
23;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.939653482881813
21;Universidad de Costa Rica;Estadística;Bachillerato;0.0
19;Universidad de Costa Rica;Estadística;Bachillerato;0.0
23;Universidad de Costa Rica;Estadística;Bachillerato;0.9440387745639295
30;Universidad de Costa Rica;Estadística;Maestría;0.6250457042957042
22;Universidad de Costa Rica;Matemáticas;Licenciatura;0.0
20;Universidad de Costa Rica;Matemáticas;Licenciatura;0.0
21;Universidad de Costa Rica;Química;Licenciatura;0.0
29;Universidad de Costa Rica;Química;Licenciatura;0.0
24;Universidad de Costa Rica;Química;Licenciatura;0.94
22;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;0.0
27;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;1.0
29;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;1.0
30;Universidad de Costa Rica;Administración Pública;Licenciatura;1.0
18;Universidad de Costa Rica;Administración Pública;Licenciatura;0.0
22;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior;Licenciatura;0.009836065573770491
23;Universidad de Costa Rica;Contaduría Pública;Licenciatura;0.0
27;Universidad de Costa Rica;Contaduría Pública;Licenciatura;1.0
31;Universidad de Costa Rica;Contaduría Pública;Licenciatura;1.0
25;Universidad de Costa Rica;Contaduría Pública;Licenciatura;1.0
24;Universidad de Costa Rica;Contaduría Pública;Licenciatura;0.66
19;Universidad de Costa Rica;Contaduría Pública;Licenciatura;0.0
26;Universidad de Costa Rica;Contaduría Pública;Licenciatura;1.0
25;Universidad de Costa Rica;Gestión Ecoturística;Licenciatura;0.02
26;Universidad de Costa Rica;Archivística;Licenciatura;1.0
24;Universidad de Costa Rica;Archivística;Licenciatura;0.01
24;Universidad de Costa Rica;Ciencias Políticas;Licenciatura;0.99
23;Universidad de Costa Rica;Ciencias Políticas;Licenciatura;0.0
21;Universidad de Costa Rica;Ciencias Políticas;Licenciatura;0.0
22;Universidad de Costa Rica;Derecho;Licenciatura;0.0
25;Universidad de Costa Rica;Derecho;Licenciatura;0.82
20;Universidad de Costa Rica;Derecho;Licenciatura;0.0
32;Universidad de Costa Rica;Derecho;Licenciatura;0.03
23;Universidad de Costa Rica;Economía;Bachillerato;0.8553264431307506
24;Universidad de Costa Rica;Economía;Bachillerato;0.8777654129356246
18;Universidad de Costa Rica;Economía;Bachillerato;0.0
21;Universidad de Costa Rica;Economía;Bachillerato;0.01
19;Universidad de Costa Rica;Economía;Bachillerato;0.0
24;Universidad de Costa Rica;Historia;Licenciatura;0.0
37;Universidad de Costa Rica;Historia;Maestría;0.01
24;Universidad de Costa Rica;Psicología;Licenciatura;1.0
26;Universidad de Costa Rica;Sociología;Licenciatura;1.0
19;Universidad de Costa Rica;Sociología;Licenciatura;0.0
25;Universidad de Costa Rica;Sociología;Licenciatura;0.01
22;Universidad de Costa Rica;Sociología;Licenciatura;0.0
32;Universidad de Costa Rica;Estudios de la Sociedad y la Cultura;Doctorado;0.006
23;Universidad de Costa Rica;Trabajo Social;Licenciatura;0.01
20;Universidad de Costa Rica;Trabajo Social;Licenciatura;0.0
27;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;Licenciatura;1.0
22;Universidad de Costa Rica;Enseñanza del Inglés;Bachillerato;0.7883471281688529
18;Universidad de Costa Rica;Enseñanza del Inglés;Licenciatura;0.0
19;Universidad de Costa Rica;Enseñanza del Inglés;Licenciatura;0.0
21;Universidad de Costa Rica;Enseñanza del Inglés;Bachillerato;0.0
28;Universidad de Costa Rica;Enseñanza del Inglés;Bachillerato;0.586584240106299
26;Universidad de Costa Rica;Enseñanza del Francés;Bachillerato;0.6857488125909176
25;Universidad de Costa Rica;Enseñanza del Francés;Bachillerato;0.6845955143497711
22;Universidad de Costa Rica;Enseñanza de las Ciencias Naturales;Bachillerato;0.013137254901960785
21;Universidad de Costa Rica;Enseñanza de las Ciencias Naturales;Bachillerato;0.0
25;Universidad de Costa Rica;Enseñanza de las Ciencias Naturales;Bachillerato;0.8455027708442688
18;Universidad de Costa Rica;Enseñanza de la Matemática;Licenciatura;0.0
24;Universidad de Costa Rica;Enseñanza de la Matemática;Licenciatura;0.01
19;Universidad de Costa Rica;Enseñanza de la Matemática;Licenciatura;0.0
22;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Licenciatura;0.0
20;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Licenciatura;0.0
24;Universidad de Costa Rica;Enseñanza de la Música;Licenciatura;0.57
26;Universidad de Costa Rica;Enseñanza de la Música;Licenciatura;0.55225
26;Universidad de Costa Rica;Ciencias de la Educación énfasis Orientación;Licenciatura;1.0
48;Universidad de Costa Rica;Agronomía;Licenciatura;0.06
24;Universidad de Costa Rica;Agronomía;Licenciatura;0.0
20;Universidad de Costa Rica;Agronomía;Licenciatura;0.0
21;Universidad de Costa Rica;Geografía;Licenciatura;0.0
23;Universidad de Costa Rica;Geografía;Licenciatura;0.0
29;Universidad de Costa Rica;Ciencia de Alimentos;Maestría;0.0
19;Universidad de Costa Rica;Ingeniería de Alimentos;Licenciatura;0.0
18;Universidad de Costa Rica;Ingeniería de Alimentos;Licenciatura;0.0
21;Universidad de Costa Rica;Ingeniería de Alimentos;Licenciatura;0.0
20;Universidad de Costa Rica;Arquitectura;Licenciatura;0.0
19;Universidad de Costa Rica;Arquitectura;Licenciatura;0.0
22;Universidad de Costa Rica;Arquitectura;Licenciatura;0.0
24;Universidad de Costa Rica;Ingeniería Civil;Licenciatura;1.0
18;Universidad de Costa Rica;Ingeniería Civil;Licenciatura;0.0
22;Universidad de Costa Rica;Ingeniería Civil;Licenciatura;0.0
39;Universidad de Costa Rica;Ingeniería Civil;Maestría;0.04
20;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.0
18;Universidad de Costa Rica;Ingeniería Industrial;Licenciatura;0.0
22;Universidad de Costa Rica;Ingeniería Desarrollo Sostenible;Licenciatura;0.0
23;Universidad de Costa Rica;Ingeniería Mecánica;Licenciatura;0.0
24;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;0.27
29;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;1.0
31;Universidad de Costa Rica;Cirugía General;Especialidad Profesional;0.2578708693267516
29;Universidad de Costa Rica;Cirugía General;Especialidad Profesional;0.4565104895104896
33;Universidad de Costa Rica;Medicina Interna;Especialidad Profesional;0.3354906204906203
34;Universidad de Costa Rica;Nefrología;Especialidad Profesional;0.4177857142857145
24;Universidad de Costa Rica;Nutrición;Licenciatura;0.98
18;Universidad de Costa Rica;Salud Ambiental;Licenciatura;0.0
24;Universidad de Costa Rica;Promoción de la Salud;Licenciatura;1.0
20;Universidad de Costa Rica;Promoción de la Salud;Licenciatura;0.0
21;Universidad de Costa Rica;Odontología;Licenciatura;0.0
20;Universidad de Costa Rica;Farmacia;Licenciatura;0.0
22;Universidad de Costa Rica;Microbiología y Química Clínica;Licenciatura;0.0
23;Universidad de Costa Rica;Microbiología y Química Clínica;Licenciatura;0.7413293650793651
22;Universidad de Costa Rica;Enfermería;Licenciatura;0.0
20;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;Bachillerato;0.0
27;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;Bachillerato;0.656169608169608
22;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;Bachillerato;0.511911112279533
19;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;Bachillerato;0.0
29;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;Licenciatura;1.0
22;Universidad de Costa Rica;Bibliotecología énfasis Ciencias de la Información;Bachillerato;0.623732886394651
18;Universidad de Costa Rica;Computación varios énfasis;Bachillerato;0.0
23;Universidad de Costa Rica;Computación varios énfasis;Bachillerato;0.0
27;Universidad de Costa Rica;Ingeniería Química;Licenciatura;1.0
24;Universidad de Costa Rica;Ingeniería Química;Licenciatura;0.99
26;Universidad de Costa Rica;Ingeniería Química;Licenciatura;1.0
20;Universidad de Costa Rica;Ingeniería Química;Licenciatura;0.0
19;Universidad de Costa Rica;Ingeniería Química;Licenciatura;0.0
24;Universidad de Costa Rica;Administración Pública énfasis Gestión del Desarrollo;Licenciatura;1.0
22;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Logística y Cadena de Abastecimiento;Licenciatura;0.1198360655737705
23;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Logística y Cadena de Abastecimiento;Licenciatura;0.15
25;Universidad de Costa Rica;Ciencias de la Comunicación Colectiva énfasis Publicidad;Licenciatura;0.0
30;Universidad de Costa Rica;Educación énfasis Docencia Universitaria;Maestría;0.004285714285714285
18;Universidad de Costa Rica;Ciencias de la Educación Preescolar énfasis Inglés;Bachillerato;0.0
20;Universidad de Costa Rica;Ingeniería Agronómica énfasis Zootecnia;Licenciatura;0.0
21;Universidad de Costa Rica;Ingeniería Agronómica énfasis Zootecnia;Licenciatura;0.0
33;Universidad de Costa Rica;Economía Agrícola y Agronegocios énfasis Agroambiente;Licenciatura;0.78
19;Universidad de Costa Rica;Economía Agrícola y Agronegocios énfasis Agroambiente;Licenciatura;0.0
21;Universidad de Costa Rica;Economía Agrícola y Agronegocios énfasis Agroambiente;Licenciatura;0.0
27;Universidad de Costa Rica;Ingeniería Eléctrica énfasis Sistemas de Potencia;Licenciatura;1.0
18;Universidad de Costa Rica;Ciencias de la Comunicación Colectiva con énfasis en Publicidad, Relaciones Públicas, Periodismo, Comunicación Audiovisual y Multimedial, Diseño y Producción de contenidos Transmedia, y Comunicación Estratégica;Licenciatura;0.0
18;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.0
19;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.0
23;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.0
20;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.0
22;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Cerámico;Licenciatura;0.0
26;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Escultórico;Licenciatura;0.97
25;Universidad de Costa Rica;Diseño Plástico énfasis Diseño de la Estampa;Licenciatura;0.01
27;Universidad de Costa Rica;Lingüística;Maestría;0.0
19;Universidad de Costa Rica;Filología Clásica;Licenciatura;0.0
23;Universidad de Costa Rica;Filología Española;Licenciatura;0.0
18;Universidad de Costa Rica;Filología Española;Licenciatura;0.0
29;Universidad de Costa Rica;Filología Española;Licenciatura;0.92
32;Universidad de Costa Rica;Filología Española;Licenciatura;0.0
19;Universidad de Costa Rica;Filología Española;Licenciatura;0.0
23;Universidad de Costa Rica;Francés;Bachillerato;0.6145588765809358
36;Universidad de Costa Rica;Francés;Bachillerato;0.25392857142857145
21;Universidad de Costa Rica;Francés;Bachillerato;0.014499999999999999
21;Universidad de Costa Rica;Inglés;Bachillerato;0.2564404761904761
25;Universidad de Costa Rica;Inglés;Bachillerato;0.8985086901563095
20;Universidad de Costa Rica;Inglés;Bachillerato;0.0
34;Universidad de Costa Rica;Inglés;Bachillerato;0.18546248196248197
29;Universidad de Costa Rica;Inglés;Bachillerato;0.7316796007103082
23;Universidad de Costa Rica;Inglés;Bachillerato;0.9005814983090354
19;Universidad de Costa Rica;Filosofía;Licenciatura;0.0
24;Universidad de Costa Rica;Biología;Licenciatura;0.02
19;Universidad de Costa Rica;Biología;Licenciatura;0.0
20;Universidad de Costa Rica;Física;Bachillerato;0.0
21;Universidad de Costa Rica;Física;Bachillerato;0.21037770562770558
26;Universidad de Costa Rica;Física;Bachillerato;0.7641873255836146
33;Universidad de Costa Rica;Física;Bachillerato;0.6465793650793651
28;Universidad de Costa Rica;Física;Bachillerato;0.6770525453648518
24;Universidad de Costa Rica;Física;Bachillerato;0.760289694805377
25;Universidad de Costa Rica;Física;Bachillerato;0.5545752086320972
19;Universidad de Costa Rica;Geología;Licenciatura;0.0
24;Universidad de Costa Rica;Geología;Licenciatura;0.0
18;Universidad de Costa Rica;Geología;Licenciatura;0.0
22;Universidad de Costa Rica;Geología;Licenciatura;0.0
21;Universidad de Costa Rica;Computación énfasis Ingeniería de Software;Bachillerato;0.64
18;Universidad de Costa Rica;Estadística;Bachillerato;0.0
20;Universidad de Costa Rica;Estadística;Bachillerato;0.0
28;Universidad de Costa Rica;Estadística;Maestría;0.132728465978466
25;Universidad de Costa Rica;Ciencias Actuariales;Licenciatura;0.01
21;Universidad de Costa Rica;Ciencias Actuariales;Licenciatura;0.0
18;Universidad de Costa Rica;Meteorología;Licenciatura;0.0
26;Universidad de Costa Rica;Meteorología;Licenciatura;0.02
27;Universidad de Costa Rica;Química;Licenciatura;1.0
19;Universidad de Costa Rica;Química;Licenciatura;0.0
20;Universidad de Costa Rica;Química;Licenciatura;0.0
25;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;1.0
19;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;0.0
28;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;1.0
20;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;0.0
18;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior;Licenciatura;0.0
19;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior;Licenciatura;0.0
20;Universidad de Costa Rica;Contaduría Pública;Licenciatura;0.0
34;Universidad de Costa Rica;Contaduría Pública;Licenciatura;1.0
21;Universidad de Costa Rica;Gestión Ecoturística;Licenciatura;0.0
18;Universidad de Costa Rica;Gestión Ecoturística;Licenciatura;0.0
30;Universidad de Costa Rica;Archivística;Licenciatura;1.0
31;Universidad de Costa Rica;Archivística;Licenciatura;1.0
21;Universidad de Costa Rica;Archivística;Licenciatura;0.0
28;Universidad de Costa Rica;Antropología;Bachillerato;0.5810818903318903
19;Universidad de Costa Rica;Ciencias Políticas;Licenciatura;0.0
18;Universidad de Costa Rica;Ciencias Políticas;Licenciatura;0.0
21;Universidad de Costa Rica;Derecho;Licenciatura;0.0
23;Universidad de Costa Rica;Derecho;Licenciatura;0.0
18;Universidad de Costa Rica;Derecho;Licenciatura;0.0
20;Universidad de Costa Rica;Economía;Bachillerato;0.0
22;Universidad de Costa Rica;Economía;Bachillerato;0.6906302325125853
21;Universidad de Costa Rica;Historia;Licenciatura;0.0
19;Universidad de Costa Rica;Historia;Licenciatura;0.0
27;Universidad de Costa Rica;Historia;Licenciatura;0.3022023809523809
30;Universidad de Costa Rica;Historia;Licenciatura;0.14
20;Universidad de Costa Rica;Historia;Licenciatura;0.0
26;Universidad de Costa Rica;Historia;Licenciatura;0.91
23;Universidad de Costa Rica;Psicología;Licenciatura;0.0
20;Universidad de Costa Rica;Sociología;Licenciatura;0.0
28;Universidad de Costa Rica;Estudios Interdisciplinarios sobre Discapacidad;Maestría;0.003333333333333333
26;Universidad de Costa Rica;Trabajo Social;Licenciatura;1.0
22;Universidad de Costa Rica;Trabajo Social;Licenciatura;0.0
18;Universidad de Costa Rica;Trabajo Social;Licenciatura;0.0
21;Universidad de Costa Rica;Trabajo Social;Licenciatura;0.0
30;Universidad de Costa Rica;Docencia Universitaria;Licenciatura;0.0
33;Universidad de Costa Rica;Docencia Universitaria;Licenciatura;0.12
26;Universidad de Costa Rica;Docencia Universitaria;Licenciatura;0.01
20;Universidad de Costa Rica;Educación Primaria;Licenciatura;0.0
31;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;Licenciatura;0.31
20;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;Licenciatura;0.0
23;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;Licenciatura;0.0
27;Universidad de Costa Rica;Enseñanza del Inglés;Bachillerato;0.7332835693288476
20;Universidad de Costa Rica;Enseñanza del Francés;Bachillerato;0.0
18;Universidad de Costa Rica;Enseñanza del Francés;Bachillerato;0.0
21;Universidad de Costa Rica;Enseñanza del Francés;Bachillerato;0.0
24;Universidad de Costa Rica;Enseñanza del Francés;Bachillerato;0.7424967847340136
31;Universidad de Costa Rica;Enseñanza del Francés;Bachillerato;0.44632142857142887
18;Universidad de Costa Rica;Enseñanza de las Ciencias Naturales;Bachillerato;0.0
28;Universidad de Costa Rica;Enseñanza de las Ciencias Naturales;Bachillerato;0.5568588878441819
23;Universidad de Costa Rica;Enseñanza de la Matemática;Licenciatura;0.0
28;Universidad de Costa Rica;Enseñanza de la Matemática;Licenciatura;0.98
22;Universidad de Costa Rica;Enseñanza de la Matemática;Licenciatura;0.0
53;Universidad de Costa Rica;Enseñanza de la Matemática;Licenciatura;0.01
22;Universidad de Costa Rica;Educación Matemática;Licenciatura;0.0
21;Universidad de Costa Rica;Educación Matemática;Licenciatura;0.0
19;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Licenciatura;0.0
22;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Bachillerato;0.8256711080599145
21;Universidad de Costa Rica;Enseñanza de la Filosofía;Bachillerato;0.0
31;Universidad de Costa Rica;Enseñanza de la Música;Licenciatura;0.02
25;Universidad de Costa Rica;Ciencias de la Educación énfasis Orientación;Licenciatura;1.0
25;Universidad de Costa Rica;Ciencias del Movimiento Humano;Bachillerato;0.7943550495677227
29;Universidad de Costa Rica;Ciencias del Movimiento Humano;Bachillerato;0.48111558835900925
22;Universidad de Costa Rica;Ciencias del Movimiento Humano;Bachillerato;0.45693655037772674
23;Universidad de Costa Rica;Educación Especial énfasis Aprendizaje Diverso;Licenciatura;0.0
31;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación No Formal;Licenciatura;0.998
26;Universidad de Costa Rica;Agronomía;Licenciatura;1.0
28;Universidad de Costa Rica;Agronomía;Licenciatura;1.0
19;Universidad de Costa Rica;Agronomía;Licenciatura;0.0
23;Universidad de Costa Rica;Agronomía;Licenciatura;0.0
25;Universidad de Costa Rica;Geografía;Licenciatura;0.82
27;Universidad de Costa Rica;Geografía;Licenciatura;1.0
37;Universidad de Costa Rica;Geografía;Licenciatura;0.006666666666666666
26;Universidad de Costa Rica;Ingeniería de Alimentos;Licenciatura;1.0
31;Universidad de Costa Rica;Arquitectura;Licenciatura;1.0
25;Universidad de Costa Rica;Arquitectura;Licenciatura;1.0
24;Universidad de Costa Rica;Arquitectura;Licenciatura;1.0
32;Universidad de Costa Rica;Ingeniería Civil;Licenciatura;0.9966666666666666
27;Universidad de Costa Rica;Gestión Integral del Recurso Hídrico;Maestría;0.05
29;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;1.0
23;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.0
21;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.0
22;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.0
18;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.0
19;Universidad de Costa Rica;Ingeniería Industrial;Licenciatura;0.0
21;Universidad de Costa Rica;Ingeniería Desarrollo Sostenible;Licenciatura;0.0
20;Universidad de Costa Rica;Ingeniería Desarrollo Sostenible;Licenciatura;0.0
25;Universidad de Costa Rica;Ingeniería Mecánica;Licenciatura;1.0
21;Universidad de Costa Rica;Ingeniería Mecánica;Licenciatura;0.0
19;Universidad de Costa Rica;Ingeniería Mecánica;Licenciatura;0.0
33;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;0.04
19;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;0.0
21;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;0.0
22;Universidad de Costa Rica;Medicina y Cirugía;Licenciatura;0.0
21;Universidad de Costa Rica;Medicina y Cirugía;Licenciatura;0.0
34;Universidad de Costa Rica;Medicina Interna;Especialidad Profesional;0.002857142857142857
31;Universidad de Costa Rica;Ortopedia y Traumatología;Especialidad Profesional;0.6373015873015871
24;Universidad de Costa Rica;Terapia Física;Licenciatura;0.79
19;Universidad de Costa Rica;Terapia Física;Licenciatura;0.0
19;Universidad de Costa Rica;Imagenología Diagnóstica y Terapéutica;Licenciatura;0.0
18;Universidad de Costa Rica;Asistente de Laboratorio;Diplomado;0.0
22;Universidad de Costa Rica;Asistente de Laboratorio;Diplomado;0.5534603174603173
19;Universidad de Costa Rica;Asistente de Laboratorio;Diplomado;0.0
20;Universidad de Costa Rica;Asistente de Laboratorio;Diplomado;0.4296002886002887
23;Universidad de Costa Rica;Nutrición;Licenciatura;0.01
19;Universidad de Costa Rica;Nutrición;Licenciatura;0.0
18;Universidad de Costa Rica;Nutrición;Licenciatura;0.0
25;Universidad de Costa Rica;Nutrición;Licenciatura;1.0
19;Universidad de Costa Rica;Salud Ambiental;Licenciatura;0.0
29;Universidad de Costa Rica;Salud Ambiental;Licenciatura;0.2
21;Universidad de Costa Rica;Salud Ambiental;Licenciatura;0.0
22;Universidad de Costa Rica;Odontología;Licenciatura;0.0
28;Universidad de Costa Rica;Odontología;Licenciatura;0.01
27;Universidad de Costa Rica;Odontología;Licenciatura;0.0
18;Universidad de Costa Rica;Odontología;Licenciatura;0.0
27;Universidad de Costa Rica;Farmacia;Licenciatura;1.0
23;Universidad de Costa Rica;Farmacia;Licenciatura;0.96
21;Universidad de Costa Rica;Farmacia;Licenciatura;0.0
28;Universidad de Costa Rica;Enfermería;Licenciatura;1.0
20;Universidad de Costa Rica;Enfermería;Licenciatura;0.0
25;Universidad de Costa Rica;Enfermería;Licenciatura;1.0
36;Universidad de Costa Rica;Emergencias Médicas;Diplomado;0.08149999999999999
