EDAD;UNIVERSIDAD;CARRERA;GRADO_ACADEMICO;PROB_GRADUACION
31;Universidad de Costa Rica;Ingeniería Agronómica énfasis Zootecnia;Licenciatura;1.0
29;Universidad de Costa Rica;Ingeniería Mecánica énfasis Sistemas Térmicos y Energéticos;Maestría;0.0
44;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación No Formal;Licenciatura;0.0875
23;Universidad de Costa Rica;Música énfasis Canto;Licenciatura;0.02
34;Universidad de Costa Rica;Computación e Informática;Licenciatura;0.02
32;Universidad de Costa Rica;Matemáticas;Licenciatura;0.05
30;Universidad de Costa Rica;Enseñanza de la Música;Licenciatura;0.03
27;Universidad de Costa Rica;Ciencias del Movimiento Humano;Maestría;0.331160839160839
29;Universidad de Costa Rica;Enfermería;Licenciatura;0.7778172938172935
29;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Logística y Cadena de Abastecimiento;Licenciatura;1.0
41;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.0
50;Universidad de Costa Rica;Educación Primaria;Licenciatura;0.6
29;Universidad de Costa Rica;Ciencias de la Educación Primaria;Bachillerato;0.005
29;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Licenciatura;1.0
35;Universidad de Costa Rica;Gerencia Agroempresarial;Maestría;0.5921634199134199
64;Universidad de Costa Rica;Gerencia Agroempresarial;Maestría;0.2673333333333333
23;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;Bachillerato;0.7781915156996425
19;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Comercio Internacional;Licenciatura;0.03
28;Universidad de Costa Rica;Ciencias de la Comunicación Colectiva énfasis Comunicación Estratégica;Licenciatura;0.97
32;Universidad de Costa Rica;Ingeniería Agronómica énfasis Zootecnia;Licenciatura;0.8321428571428571
31;Universidad de Costa Rica;Artes;Maestría;0.12119047619047618
27;Universidad de Costa Rica;Filosofía;Maestría;0.0085
25;Universidad de Costa Rica;Biología;Licenciatura;0.07
27;Universidad de Costa Rica;Matemáticas;Licenciatura;0.0
34;Universidad de Costa Rica;Sociología;Licenciatura;0.68
23;Universidad de Costa Rica;Educación Matemática;Licenciatura;0.0
35;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Licenciatura;0.86
26;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación No Formal;Licenciatura;1.0
32;Universidad de Costa Rica;Geografía;Maestría;0.7748333333333332
30;Universidad de Costa Rica;Hematología;Especialidad Profesional;0.34667099567099546
21;Universidad de Costa Rica;Música énfasis Fagot;Licenciatura;0.0
40;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;0.04566666666666666
26;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior énfasis Logística y Cadena de Abastecimiento;Licenciatura;1.0
34;Universidad de Costa Rica;Artes;Maestría;0.0
33;Universidad de Costa Rica;Artes énfasis Artes Escénicas;Maestría;0.0
48;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.08
27;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Cerámico;Licenciatura;1.0
34;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Cerámico;Licenciatura;0.01
30;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Cerámico;Licenciatura;0.99
20;Universidad de Costa Rica;Diseño Plástico énfasis Diseño de la Estampa;Licenciatura;0.0
21;Universidad de Costa Rica;Historia del Arte;Licenciatura;0.0
32;Universidad de Costa Rica;Historia del Arte;Licenciatura;0.04
58;Universidad de Costa Rica;Filología Clásica;Licenciatura;0.0
37;Universidad de Costa Rica;Filología Española;Licenciatura;0.41997619047619034
53;Universidad de Costa Rica;Inglés;Bachillerato;0.0
37;Universidad de Costa Rica;Inglés;Bachillerato;0.45452380952380944
32;Universidad de Costa Rica;Filosofía;Licenciatura;0.0
31;Universidad de Costa Rica;Biología;Maestría;0.39802633477633487
30;Universidad de Costa Rica;Física;Bachillerato;0.0
24;Universidad de Costa Rica;Física Médica;Maestría;0.0
32;Universidad de Costa Rica;Geología;Licenciatura;0.98
30;Universidad de Costa Rica;Computación e Informática;Maestría;0.5376685814185814
42;Universidad de Costa Rica;Computación e Informática;Maestría;0.01
29;Universidad de Costa Rica;Ciencias Actuariales;Licenciatura;0.33771428571428574
28;Universidad de Costa Rica;Química;Licenciatura;1.0
38;Universidad de Costa Rica;Química;Maestría;0.025666666666666667
45;Universidad de Costa Rica;Contaduría Pública;Licenciatura;0.01
37;Universidad de Costa Rica;Gobierno y Políticas Públicas;Doctorado;0.025
39;Universidad de Costa Rica;Archivística;Licenciatura;0.05
36;Universidad de Costa Rica;Antropología;Maestría;0.10333333333333333
33;Universidad de Costa Rica;Ciencias Políticas;Maestría;0.0
31;Universidad de Costa Rica;Diplomacia;Maestría;0.6597958152958151
17;Universidad de Costa Rica;Derecho;Licenciatura;0.0
40;Universidad de Costa Rica;Derecho;Licenciatura;0.01
31;Universidad de Costa Rica;Derecho Público;Maestría;0.009000000000000001
28;Universidad de Costa Rica;Derecho Comercial;Especialidad Profesional;0.01583333333333333
35;Universidad de Costa Rica;Economía;Bachillerato;0.0
45;Universidad de Costa Rica;Economía;Bachillerato;0.025833333333333333
34;Universidad de Costa Rica;Historia;Doctorado;0.0
44;Universidad de Costa Rica;Teoría Psicoanalítica;Maestría;0.0
30;Universidad de Costa Rica;Sociología;Licenciatura;0.93
31;Universidad de Costa Rica;Gerontología;Maestría;0.2974920634920633
44;Universidad de Costa Rica;Estudios de la Sociedad y la Cultura;Doctorado;0.02428571428571429
55;Universidad de Costa Rica;Estudios de la Sociedad y la Cultura;Doctorado;0.1361904761904762
39;Universidad de Costa Rica;Educación;Doctorado;0.0
28;Universidad de Costa Rica;Docencia Universitaria;Licenciatura;0.01
41;Universidad de Costa Rica;Gestión Jurídica de la Educación;Maestría;0.024166666666666666
41;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;Licenciatura;0.07
34;Universidad de Costa Rica;Enseñanza del Inglés;Licenciatura;0.12
31;Universidad de Costa Rica;Enseñanza del Inglés como Lengua Extranjera;Maestría;0.3339096459096457
27;Universidad de Costa Rica;Enseñanza del Francés como Lengua Extranjera;Licenciatura;1.0
54;Universidad de Costa Rica;Educación Matemática;Licenciatura;0.0
32;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Licenciatura;0.08375
36;Universidad de Costa Rica;Enseñanza de las Artes Plásticas;Bachillerato;0.10178174603174606
18;Universidad de Costa Rica;Ciencias del Movimiento Humano;Bachillerato;0.0
25;Universidad de Costa Rica;Educación Especial énfasis Educación de Personas Trastornos;Licenciatura;0.0
33;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación No Formal;Licenciatura;0.995
28;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación No Formal;Licenciatura;0.5840238095238094
24;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación;Licenciatura;0.0
30;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación;Licenciatura;1.0
31;Universidad de Costa Rica;Geografía;Licenciatura;0.9625
39;Universidad de Costa Rica;Ingeniería de Alimentos;Licenciatura;0.74
28;Universidad de Costa Rica;Arquitectura;Licenciatura;1.0
36;Universidad de Costa Rica;Arquitectura;Licenciatura;0.99
27;Universidad de Costa Rica;Diseño Urbano y Gestión Territorial;Maestría;0.015928571428571427
26;Universidad de Costa Rica;Ingeniería Hidráulica;Maestría;0.0
32;Universidad de Costa Rica;Ingeniería Hidráulica;Maestría;0.055
34;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;0.08
31;Universidad de Costa Rica;Ingeniería Mecánica;Licenciatura;0.95
27;Universidad de Costa Rica;Ingeniería Eléctrica;Maestría;0.015
36;Universidad de Costa Rica;Medicina y Cirugía;Licenciatura;0.11
27;Universidad de Costa Rica;Anatomía Patológica;Especialidad Profesional;0.0
28;Universidad de Costa Rica;Cirugía General;Especialidad Profesional;0.004545454545454545
32;Universidad de Costa Rica;Cirugía Pediátrica;Especialidad Profesional;0.2553253968253968
29;Universidad de Costa Rica;Dermatología;Especialidad Profesional;0.0
30;Universidad de Costa Rica;Medicina Interna;Especialidad Profesional;0.3434082029082029
29;Universidad de Costa Rica;Medicina Interna;Especialidad Profesional;0.3210959595959595
27;Universidad de Costa Rica;Ortopedia y Traumatología;Especialidad Profesional;0.0
41;Universidad de Costa Rica;Psicología Clínica;Especialidad Profesional;0.7033333333333335
29;Universidad de Costa Rica;Geriatría y Gerontología;Especialidad Profesional;0.0
31;Universidad de Costa Rica;Oncología Radioterápica;Especialidad Profesional;0.009583333333333333
32;Universidad de Costa Rica;Medicina Paliativa;Especialidad Profesional;0.005
31;Universidad de Costa Rica;Imagenología Diagnóstica y Terapéutica;Licenciatura;1.0
23;Universidad de Costa Rica;Asistente de Laboratorio;Diplomado;0.5058293291675645
31;Universidad de Costa Rica;Gestión del Riesgo en Desastres y Atención de Emergencias;Maestría;0.019
37;Universidad de Costa Rica;Farmacia;Licenciatura;0.02
35;Universidad de Costa Rica;Microbiología y Química Clínica;Licenciatura;0.05
27;Universidad de Costa Rica;Enfermería;Licenciatura;1.0
33;Universidad de Costa Rica;Enfermería Quirúrgica;Maestría;0.44996883671883653
28;Universidad de Costa Rica;Enfermería Quirúrgica;Maestría;0.1742261904761904
45;Universidad de Costa Rica;Artes Plásticas énfasis Escultura;Licenciatura;0.02
36;Universidad de Costa Rica;Artes Plásticas énfasis Diseño Gráfico;Licenciatura;0.04
30;Universidad de Costa Rica;Música énfasis Canto;Licenciatura;0.02
32;Universidad de Costa Rica;Música énfasis Composición;Licenciatura;0.0375
29;Universidad de Costa Rica;Música énfasis Composición;Licenciatura;0.0
35;Universidad de Costa Rica;Música énfasis Dirección;Bachillerato;0.21
25;Universidad de Costa Rica;Música énfasis Corno Francés;Licenciatura;0.01
26;Universidad de Costa Rica;Bibliotecología y Ciencias de la Información;Licenciatura;1.0
27;Universidad de Costa Rica;Biología énfasis Interpretación Ambiental;Licenciatura;0.98
26;Universidad de Costa Rica;Biología énfasis Genética y Biología Molecular;Maestría;0.18146256521256515
22;Universidad de Costa Rica;Biología énfasis Genética Humana;Licenciatura;0.0
23;Universidad de Costa Rica;Computación énfasis Ciencias de la Computación;Bachillerato;1.0
29;Universidad de Costa Rica;Matemática énfasis Matemática Aplicada;Maestría;0.005
32;Universidad de Costa Rica;Métodos Matemáticos y Aplicación;Maestría;0.2183928571428571
40;Universidad de Costa Rica;Ingeniería Química;Licenciatura;0.05333333333333334
54;Universidad de Costa Rica;Antropología varios énfasis;Licenciatura;0.0
25;Universidad de Costa Rica;Ciencias de la Comunicación Colectiva énfasis Periodismo;Licenciatura;0.01
21;Universidad de Costa Rica;Ciencias de la Comunicación Colectiva énfasis Periodismo;Licenciatura;0.0
19;Universidad de Costa Rica;Ciencias de la Comunicación Colectiva énfasis Publicidad;Licenciatura;0.0
26;Universidad de Costa Rica;Ciencias de la Comunicación Colectiva énfasis Comunicación Estratégica;Licenciatura;0.82
58;Universidad de Costa Rica;Comunicación énfasis Diseño del Lenguaje Audiovisual y Multimedia;Maestría;0.55
31;Universidad de Costa Rica;Comunicación énfasis Diseño del Lenguaje Audiovisual y Multimedia;Maestría;0.09798809523809522
45;Universidad de Costa Rica;Comunicación énfasis Diseño del Lenguaje Audiovisual y Multimedia;Maestría;0.0
38;Universidad de Costa Rica;Estudios de las Mujeres Géneros y Sexualidades;Maestría;0.5623737373737374
40;Universidad de Costa Rica;Estudios de las Mujeres Géneros y Sexualidades;Maestría;0.485
30;Universidad de Costa Rica;Ingeniería Mecánica énfasis Protección contra Incendios;Licenciatura;0.45150000000000007
47;Universidad de Costa Rica;Ciencias Biomédicas énfasis Bioquímica y Fisiología Celular;Maestría;0.10166666666666666
27;Universidad de Costa Rica;Nutrición Clínica de las Enfermedades Crónicas no Transmisibles;Maestría;0.0
30;Universidad de Costa Rica;Microbiología énfasis Bacteriología;Maestría;0.5003333333333334
28;Universidad de Costa Rica;Filología Clásica;Licenciatura;0.36583333333333345
28;Universidad de Costa Rica;Ciencias de la Educación Inicial;Bachillerato;0.6253710317460318
33;Universidad de Costa Rica;Enseñanza del Inglés como Lengua Extranjera;Maestría;0.005
17;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Bachillerato;0.0
32;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;Bachillerato;0.003333333333333333
26;Universidad de Costa Rica;Ciencias de la Educación Primaria énfasis Inglés;Bachillerato;0.5208164648818674
52;Universidad de Costa Rica;Inglés;Bachillerato;0.0
42;Universidad de Costa Rica;Estadística;Bachillerato;0.1335
35;Universidad de Costa Rica;Psicología;Licenciatura;0.9725
52;Universidad de Costa Rica;Educación Primaria;Licenciatura;0.0
29;Universidad de Costa Rica;Enseñanza del Francés;Bachillerato;0.4190877178377179
28;Universidad de Costa Rica;Microbiología;Maestría;0.0
20;Universidad de Costa Rica;Música énfasis Composición;Licenciatura;0.0
23;Universidad de Costa Rica;Música énfasis Flauta Traversa;Licenciatura;0.01
26;Universidad de Costa Rica;Bacteriología Médica;Especialidad Profesional;0.0
24;Universidad de Costa Rica;Meteorología;Licenciatura;0.02
28;Universidad de Costa Rica;Derecho Agrario y Ambiental;Especialidad Profesional;0.0225
29;Universidad de Costa Rica;Enseñanza del Castellano y Literatura;Licenciatura;0.99
26;Universidad de Costa Rica;Enseñanza del Inglés;Bachillerato;0.8267734426273773
18;Universidad de Costa Rica;Enseñanza de la Música;Licenciatura;0.0
35;Universidad de Costa Rica;Ciencias del Movimiento Humano;Bachillerato;0.36636111111111097
32;Universidad de Costa Rica;Farmacia;Licenciatura;0.85
28;Universidad de Costa Rica;Microbiología y Química Clínica;Licenciatura;1.0
28;Universidad de Costa Rica;Música énfasis Percusión;Licenciatura;0.9125
25;Universidad de Costa Rica;Biología énfasis Interpretación Ambiental;Licenciatura;0.62
25;Universidad de Costa Rica;Ciencias de la Educación Primaria énfasis Inglés;Bachillerato;0.7107603715084363
51;Universidad de Costa Rica;Ingeniería Eléctrica énfasis Sistemas de Potencia;Licenciatura;0.84
19;Universidad de Costa Rica;Educación Preescolar énfasis Gestión de Proyectos Educativos para  la Primera Infancia y en la Atención a la Niñez Temprana;Licenciatura;0.0
26;Universidad de Costa Rica;Francés;Bachillerato;0.43110403485403476
28;Universidad de Costa Rica;Artes Dramáticas;Licenciatura;0.52
36;Universidad de Costa Rica;Artes Dramáticas;Licenciatura;0.11
35;Universidad de Costa Rica;Artes;Maestría;0.3332142857142857
29;Universidad de Costa Rica;Diseño Gráfico;Licenciatura;1.0
39;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.015
25;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Cerámico;Licenciatura;1.0
30;Universidad de Costa Rica;Diseño Plástico énfasis Diseño de la Estampa;Licenciatura;0.63
29;Universidad de Costa Rica;Diseño Plástico énfasis Diseño de la Estampa;Licenciatura;0.1057142857142857
55;Universidad de Costa Rica;Filología Española;Licenciatura;0.0
17;Universidad de Costa Rica;Francés;Bachillerato;0.0
24;Universidad de Costa Rica;Francés;Bachillerato;0.7357197497205239
27;Universidad de Costa Rica;Inglés a Distancia;Bachillerato;0.03158974358974359
72;Universidad de Costa Rica;Filosofía;Licenciatura;0.05
38;Universidad de Costa Rica;Biología;Licenciatura;0.01
32;Universidad de Costa Rica;Biología;Maestría;0.23597763347763345
28;Universidad de Costa Rica;Bioinformática y Biología de Sistemas;Maestría;0.0
34;Universidad de Costa Rica;Física;Bachillerato;0.2849841269841269
38;Universidad de Costa Rica;Geología;Licenciatura;0.15283333333333332
26;Universidad de Costa Rica;Computación énfasis Ingeniería de Software;Bachillerato;1.0
20;Universidad de Costa Rica;Computación énfasis Ingeniería de Tecnologías de la Información;Bachillerato;0.05
38;Universidad de Costa Rica;Informática Empresarial;Bachillerato;0.23869841269841266
26;Universidad de Costa Rica;Estadística;Bachillerato;0.797507225444821
37;Universidad de Costa Rica;Estadística;Bachillerato;0.2512857142857143
28;Universidad de Costa Rica;Ciencias Actuariales;Maestría;0.004
31;Universidad de Costa Rica;Química;Licenciatura;0.915
29;Universidad de Costa Rica;Química;Maestría;0.3055847763347763
46;Universidad de Costa Rica;Química;Licenciatura;0.45
26;Universidad de Costa Rica;Química;Maestría;0.0
36;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;0.99
35;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior;Licenciatura;0.12333333333333332
33;Universidad de Costa Rica;Archivística;Licenciatura;0.99
34;Universidad de Costa Rica;Antropología;Bachillerato;0.10550000000000001
31;Universidad de Costa Rica;Ciencias Políticas;Maestría;0.02
56;Universidad de Costa Rica;Derecho;Licenciatura;0.0
62;Universidad de Costa Rica;Derecho;Licenciatura;0.0
57;Universidad de Costa Rica;Derecho;Licenciatura;0.44049999999999995
39;Universidad de Costa Rica;Derecho Comercial;Especialidad Profesional;0.4198809523809524
30;Universidad de Costa Rica;Economía;Bachillerato;0.01
39;Universidad de Costa Rica;Economía;Bachillerato;0.06
34;Universidad de Costa Rica;Economía;Bachillerato;0.0
44;Universidad de Costa Rica;Historia;Doctorado;0.11850000000000001
30;Universidad de Costa Rica;Gestión Jurídica de la Educación;Maestría;0.12916666666666665
30;Universidad de Costa Rica;Educación Primaria;Licenciatura;0.9566666666666666
29;Universidad de Costa Rica;Enseñanza del Inglés;Bachillerato;0.4912469621881384
27;Universidad de Costa Rica;Enseñanza de los Estudios Sociales y la Educación Cívica;Licenciatura;1.0
23;Universidad de Costa Rica;Enseñanza de la Filosofía;Bachillerato;0.29384437784437784
36;Universidad de Costa Rica;Enseñanza de la Música;Licenciatura;0.01
26;Universidad de Costa Rica;Educación Especial énfasis Educación de Personas Trastornos;Licenciatura;0.04
55;Universidad de Costa Rica;Administración Educativa;Maestría;0.09
36;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación No Formal;Licenciatura;0.98
28;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación;Licenciatura;1.0
27;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación;Licenciatura;1.0
50;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación;Licenciatura;0.65
30;Universidad de Costa Rica;Agronomía;Licenciatura;0.98
27;Universidad de Costa Rica;Ingeniería de Alimentos;Licenciatura;1.0
30;Universidad de Costa Rica;Diseño Urbano y Gestión Territorial;Maestría;0.0
31;Universidad de Costa Rica;Administración e Ingeniería de la Construcción;Maestría;0.0
29;Universidad de Costa Rica;Ingeniería Civil;Maestría;0.0
30;Universidad de Costa Rica;Ingeniería Topográfica;Licenciatura;1.0
26;Universidad de Costa Rica;Ingeniería Mecánica;Maestría;0.0
32;Universidad de Costa Rica;Ingeniería Agrícola y de Biosistemas;Licenciatura;0.348
28;Universidad de Costa Rica;Neurología;Especialidad Profesional;0.0
30;Universidad de Costa Rica;Oftalmología;Especialidad Profesional;0.0
37;Universidad de Costa Rica;Oftalmología;Especialidad Profesional;0.3837499999999999
27;Universidad de Costa Rica;Psiquiatría;Especialidad Profesional;0.0
31;Universidad de Costa Rica;Urología;Especialidad Profesional;0.5686691919191919
28;Universidad de Costa Rica;Anestesiología y Recuperación;Especialidad Profesional;0.0
43;Universidad de Costa Rica;Ciencias Morfológicas;Maestría;0.02
29;Universidad de Costa Rica;Terapia Física;Licenciatura;1.0
30;Universidad de Costa Rica;Microbiología énfasis Virología;Maestría;0.4778333333333334
32;Universidad de Costa Rica;Hematología;Especialidad Profesional;0.18990079365079368
31;Universidad de Costa Rica;Hematología;Especialidad Profesional;0.256596681096681
26;Universidad de Costa Rica;Enfermería Quirúrgica;Maestría;0.0
44;Universidad de Costa Rica;Artes énfasis Artes Visuales;Maestría;0.1
22;Universidad de Costa Rica;Música énfasis Composición;Licenciatura;0.0
21;Universidad de Costa Rica;Música énfasis Flauta Traversa;Licenciatura;0.0
23;Universidad de Costa Rica;Música énfasis Oboe;Licenciatura;0.61
36;Universidad de Costa Rica;Bibliotecología énfasis Bibliotecas Educativas;Licenciatura;0.99
30;Universidad de Costa Rica;Bibliotecología énfasis Ciencias de la Información;Bachillerato;0.360015873015873
23;Universidad de Costa Rica;Bibliotecología y Ciencias de la Información;Licenciatura;0.0
27;Universidad de Costa Rica;Biología énfasis Biología Molecular y Biotecnología;Licenciatura;0.82
28;Universidad de Costa Rica;Métodos Matemáticos y Aplicación;Maestría;0.004
33;Universidad de Costa Rica;Métodos Matemáticos y Aplicación;Maestría;0.0
46;Universidad de Costa Rica;Ingeniería Química;Licenciatura;0.6
33;Universidad de Costa Rica;Comunicación énfasis Diseño del Lenguaje Audiovisual y Multimedia;Maestría;0.09961904761904762
31;Universidad de Costa Rica;Ingeniería Geotécnica;Maestría;0.026000000000000002
23;Universidad de Costa Rica;Ingeniería Mecánica énfasis Protección contra Incendios;Licenciatura;0.0
45;Universidad de Costa Rica;Ciencias Neurológicas;Maestría;0.0
35;Universidad de Costa Rica;Educación Preescolar énfasis Gestión de Proyectos Educativos para  la Primera Infancia y en la Atención a la Niñez Temprana;Licenciatura;0.24
32;Universidad de Costa Rica;Educación Preescolar énfasis Gestión de Proyectos Educativos para  la Primera Infancia y en la Atención a la Niñez Temprana;Licenciatura;0.1
25;Universidad de Costa Rica;Música énfasis Trompeta;Licenciatura;0.95
43;Universidad de Costa Rica;Artes;Maestría;0.36333333333333334
39;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Cerámico;Licenciatura;0.12833333333333333
51;Universidad de Costa Rica;Historia del Arte;Licenciatura;0.04
33;Universidad de Costa Rica;Historia del Arte;Licenciatura;0.0
44;Universidad de Costa Rica;Inglés;Bachillerato;0.0
40;Universidad de Costa Rica;Filosofía;Licenciatura;0.0
31;Universidad de Costa Rica;Computación e Informática;Maestría;0.1674285714285714
31;Universidad de Costa Rica;Computación e Informática;Doctorado;0.11
56;Universidad de Costa Rica;Ciencias Agrícolas;Doctorado;0.0
33;Universidad de Costa Rica;Ingeniería Civil;Licenciatura;0.92
37;Universidad de Costa Rica;Ingeniería Civil;Maestría;0.006666666666666666
29;Universidad de Costa Rica;Medicina y Cirugía;Licenciatura;1.0
42;Universidad de Costa Rica;Odontología;Licenciatura;0.01
29;Universidad de Costa Rica;Enfermería de Salud Mental;Maestría;0.002777777777777778
33;Universidad de Costa Rica;Bibliotecología énfasis Ciencias de la Información;Bachillerato;0.11347619047619047
32;Universidad de Costa Rica;Bibliotecología énfasis Ciencias de la Información;Bachillerato;0.0
37;Universidad de Costa Rica;Métodos Matemáticos y Aplicación;Maestría;0.0
39;Universidad de Costa Rica;Métodos Matemáticos y Aplicación;Maestría;0.45
37;Universidad de Costa Rica;Estudios de las Mujeres Géneros y Sexualidades;Maestría;0.07802380952380954
30;Universidad de Costa Rica;Ciencias de la Educación énfasis Educación Especial;Bachillerato;0.02083333333333333
35;Universidad de Costa Rica;Ciencias de la Educación énfasis Educación Especial;Bachillerato;0.6784722222222225
28;Universidad de Costa Rica;Artes;Maestría;0.0
43;Universidad de Costa Rica;Filología Española;Licenciatura;0.0
23;Universidad de Costa Rica;Computación énfasis Ingeniería de Software;Bachillerato;1.0
28;Universidad de Costa Rica;Matemáticas;Licenciatura;0.23
36;Universidad de Costa Rica;Meteorología;Licenciatura;0.06
31;Universidad de Costa Rica;Gobierno y Políticas Públicas;Doctorado;0.10833333333333334
42;Universidad de Costa Rica;Historia;Licenciatura;0.0
40;Universidad de Costa Rica;Teoría Psicoanalítica;Maestría;0.19
33;Universidad de Costa Rica;Sociología;Licenciatura;0.0
38;Universidad de Costa Rica;Enseñanza de las Ciencias Naturales;Bachillerato;0.05608333333333333
39;Universidad de Costa Rica;Educación Matemática;Licenciatura;0.0
24;Universidad de Costa Rica;Enseñanza de la Filosofía;Bachillerato;0.5050402342755284
33;Universidad de Costa Rica;Ciencias de la Educación énfasis Orientación;Licenciatura;0.35
47;Universidad de Costa Rica;Geografía;Maestría;0.8083333333333332
29;Universidad de Costa Rica;Geografía;Maestría;0.03977777777777778
48;Universidad de Costa Rica;Ingeniería Civil;Licenciatura;0.18
30;Universidad de Costa Rica;Radiología e Imágenes Médicas;Especialidad Profesional;0.6166262204857407
31;Universidad de Costa Rica;Música énfasis Flauta Traversa;Licenciatura;0.02
24;Universidad de Costa Rica;Antropología varios énfasis;Licenciatura;0.07
28;Universidad de Costa Rica;Comunicación énfasis Diseño del Lenguaje Audiovisual y Multimedia;Maestría;0.41783333333333333
29;Universidad de Costa Rica;Educación Especial énfasis Educación de Personas con Discapacidad Múltiple;Licenciatura;0.87
33;Universidad de Costa Rica;Ciencias de la Educación énfasis Educación Especial;Bachillerato;0.5198333333333334
42;Universidad de Costa Rica;Ingeniería Agronómica énfasis Zootecnia;Licenciatura;0.05
34;Universidad de Costa Rica;Enseñanza de las Ciencias Naturales;Bachillerato;0.486190476190476
23;Universidad de Costa Rica;Gestión de Recursos Naturales;Bachillerato;0.359393412143412
27;Universidad de Costa Rica;Educación Matemática;Licenciatura;0.19666666666666666
34;Universidad de Costa Rica;Ingeniería Química;Licenciatura;1.0
24;Universidad de Costa Rica;Gestión Cultural;Bachillerato;0.6148352467012954
33;Universidad de Costa Rica;Dirección de Empresas;Licenciatura;1.0
29;Universidad de Costa Rica;Administración Aduanera y Comercio Exterior;Licenciatura;1.0
34;Universidad de Costa Rica;Medicina Crítica y Terapia Intensiva;Especialidad Profesional;0.05553715728715729
28;Universidad de Costa Rica;Medicina de Emergencias;Especialidad Profesional;0.0025
17;Universidad de Costa Rica;Nutrición;Licenciatura;0.0
41;Universidad de Costa Rica;Gestión Cultural;Bachillerato;0.0
60;Universidad de Costa Rica;Gestión Cultural;Bachillerato;0.04833333333333333
28;Universidad de Costa Rica;Enfermería Ginecológica Obstetricia y Perinatal;Maestría;0.3943975885225884
30;Universidad de Costa Rica;Artes Dramáticas;Licenciatura;0.5966666666666667
45;Universidad de Costa Rica;Diseño Plástico énfasis Diseño Pictórico;Licenciatura;0.09
29;Universidad de Costa Rica;Filología Clásica;Licenciatura;0.06
40;Universidad de Costa Rica;Filología Española;Licenciatura;0.057999999999999996
27;Universidad de Costa Rica;Francés;Bachillerato;0.43619662269275244
22;Universidad de Costa Rica;Filosofía;Licenciatura;0.0
44;Universidad de Costa Rica;Física;Bachillerato;0.0
23;Universidad de Costa Rica;Computación énfasis Ingeniería de Tecnologías de la Información;Bachillerato;1.0
29;Universidad de Costa Rica;Antropología;Bachillerato;0.4135335497835498
58;Universidad de Costa Rica;Sociología;Licenciatura;0.0
29;Universidad de Costa Rica;Enseñanza de la Psicología;Bachillerato;0.4061358331211271
31;Universidad de Costa Rica;Ciencias del Movimiento Humano;Bachillerato;0.03
49;Universidad de Costa Rica;Ciencias de la Educación énfasis Administración de la Educación;Licenciatura;0.01
39;Universidad de Costa Rica;Geografía;Licenciatura;0.86
32;Universidad de Costa Rica;Cardiología;Especialidad Profesional;0.0025
27;Universidad de Costa Rica;Cirugía Pediátrica;Especialidad Profesional;0.0
27;Universidad de Costa Rica;Dermatología;Especialidad Profesional;0.005227272727272727
32;Universidad de Costa Rica;Medicina Física y Rehabilitación;Especialidad Profesional;0.009166666666666667
34;Universidad de Costa Rica;Urología;Especialidad Profesional;0.01
29;Universidad de Costa Rica;Enfermería Quirúrgica;Maestría;0.1886190476190476
35;Universidad de Costa Rica;Biología énfasis Genética y Biología Molecular;Maestría;0.2940238095238096
66;Universidad de Costa Rica;Antropología varios énfasis;Licenciatura;0.0
36;Universidad de Costa Rica;Ciencias Cognoscitivas;Maestría;0.07833333333333334
